"household_key","zip5","length_of_residence","income","children","mosaic_household","mosaic_global_household","kcl_b_ind_mosaicsgrouping","new_mover_flag","motorcycle_indicator","sc_vehicle_manufacturer_name","sc_vehicle_model_name","target"
37531617,2861,0,"0",No,Unknown,Unknown,Unknown,N,Y,HONDA,CR-V,1
9998690,2920,6,"90-99,999",No,Reaping Rewards,Comfortable Retirement,Golden Year Guardians,N,Y,CHRYSLER,"200",0
13757672,2886,0,"0",No,Booming and Consuming,Low Income Elders,Blue Sky Boomers,N,N,Unknown,Unknown,0
2878401,2816,0,"0",No,Digital Dependents,Hard Working Blue Collar,Singles and Starters,N,N,NISSAN,ALTIMA,1
6736333,2914,0,"0",No,Rooted Flower Power,Post Industrial Survivors,Blue Sky Boomers,N,N,Unknown,Unknown,0
11872124,2889,32,"90-99,999",Yes,Aging in Place,Comfortable Retirement,Autumn Years,N,Y,FORD,VAN,0
4903444,2888,15,"50-59,999",Yes,Blue Collar Comfort,Hard Working Blue Collar,Family Union,N,Y,HONDA,TAURUS,0
1424893,2886,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
9743560,2920,0,"0",No,Unknown,Unknown,Unknown,N,N,BUICK,VERANO,0
99705339,2892,15,"100-149,999",Yes,Unknown,Unknown,Unknown,N,Y,KIA,SORENTO,0
6334010,2839,15,"100-149,999",Yes,Unknown,Unknown,Unknown,N,Y,SUBARU,FORESTER,0
15619923,2916,1,"90-99,999",Yes,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,N,TOYOTA,COROLLA,0
13165804,2842,12,"90-99,999",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,Unknown,Unknown,0
11018619,2860,12,"100-149,999",Yes,Full Pockets  Empty Nests,Bourgeois Prosperity,Thriving Boomers,N,N,Unknown,Unknown,0
3254408,2864,0,"0",No,Fast Track Couples,Career and Family,Promising Families,N,N,Unknown,Unknown,0
37532231,2840,0,"0",No,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,N,Unknown,Unknown,0
3198054,2921,1,"175 - 199,999",Yes,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
508725,2852,1,"150 - 174,999",Yes,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,N,Unknown,Unknown,1
4794797,2837,15,"10-19,999",No,Picture Perfect Families,Career and Family,Power Elite,N,Y,MERCEDES-BENZ,GLE350,0
40607106,2920,15,"100-149,999",Yes,Settled in Suburbia,Routine Service Workers,Surburban Style,N,Y,NISSAN,SONATA,0
37714051,2865,15,"100-149,999",No,Settled in Suburbia,Routine Service Workers,Surburban Style,N,N,LINCOLN,TOWN CAR,0
8141116,2840,0,"0",No,Full Pockets  Empty Nests,Bourgeois Prosperity,Thriving Boomers,N,N,Unknown,Unknown,1
583741,2874,0,"0",No,Fast Track Couples,Career and Family,Promising Families,N,N,Unknown,Unknown,0
90083049,2838,0,"0",No,Family Fun-tastic,Career and Family,Flourishing Families,N,N,NISSAN,GT-R,0
17700453,2917,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
3897792,2857,0,"0",No,Unknown,Unknown,Unknown,N,N,VOLKSWAGEN,TIGUAN,0
3823589,2864,15,"30-39,999",No,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,N,Unknown,Unknown,0
2679446,2907,15,"20-29,999",Yes,Family Fun-tastic,Career and Family,Flourishing Families,N,N,LAND ROVER,DISCOVERY,0
756660,2886,16,"100-149,999",Yes,Aging in Place,Comfortable Retirement,Autumn Years,N,Y,TOYOTA,SIENNA,0
7131675,2920,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
7435426,2904,0,"0",No,Boomers and Boomerangs,Bourgeois Prosperity,Booming with Confidence,N,Y,FORD,F-150,0
7475050,2817,15,"90-99,999",Yes,Aging of Aquarius,Bourgeois Prosperity,Booming with Confidence,N,N,Unknown,Unknown,0
3913011,2888,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
40607106,2920,0,"0",No,Settled in Suburbia,Routine Service Workers,Surburban Style,N,Y,FORD,FOCUS,0
15567315,2842,15,"100-149,999",No,Unknown,Unknown,Unknown,N,Y,TOYOTA,AVALON,0
20081451,2886,13,"90-99,999",Yes,No Place Like Home,Routine Service Workers,Thriving Boomers,N,N,Unknown,Unknown,0
1299144,6355,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
1716838,2825,0,"0",No,Unspoiled Splendor,Bourgeois Prosperity,Thriving Boomers,N,N,CHEVROLET,MALIBU,0
1066080,2816,15,"90-99,999",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,Unknown,Unknown,0
195458,2919,15,Under 10K,Yes,Senior Discounts,Low Income Elders,Golden Year Guardians,N,N,LINCOLN,MKZ,0
5036564,6498,0,"0",No,Unknown,Unknown,Unknown,N,N,JEEP,GRAND CHEROKEE,0
77616922,2818,13,"250K+",Yes,Aging in Place,Comfortable Retirement,Autumn Years,N,N,Unknown,Unknown,0
37769035,2864,0,"0",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,RAM,"1500",0
11627057,2919,0,"0",No,Tough Times,Low Income Elders,Economic Challenges,N,N,MERCEDES-BENZ,CL600,0
7389481,2806,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
18147327,2828,6,"10-19,999",No,Senior Discounts,Low Income Elders,Golden Year Guardians,N,Y,BUICK,LESABRE,0
80492129,2888,15,"70-79,999",Yes,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
14357886,2906,1,"100-149,999",Yes,Unknown,Unknown,Unknown,N,Y,LEXUS,CT200H,0
5163503,2911,15,"90-99,999",Yes,Aging in Place,Comfortable Retirement,Autumn Years,N,N,NISSAN,ALTIMA,0
4918525,2908,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
8704593,2818,0,"0",No,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,N,Unknown,Unknown,0
19139315,2829,0,"0",No,Fast Track Couples,Career and Family,Promising Families,N,N,Unknown,Unknown,0
5548732,2864,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
670356,2874,0,"0",No,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,Y,HONDA,ACCORD,0
6295830,2908,13,"100-149,999",Yes,Status Seeking Singles,Sophisticated Singles,Young City Solos,N,N,FORD,F-150,0
16658213,2871,11,"150 - 174,999",Yes,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,N,Unknown,Unknown,0
4050425,2835,15,"60-69,999",No,Golf Carts and Gourmets,Comfortable Retirement,Booming with Confidence,N,N,VOLVO,S80,1
14660502,2861,15,"50-59,999",Yes,Aging in Place,Comfortable Retirement,Autumn Years,N,N,Unknown,Unknown,1
12213507,2905,0,"0",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,Unknown,Unknown,0
16734479,2861,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
17066152,2827,15,"100-149,999",Yes,Aging in Place,Comfortable Retirement,Autumn Years,N,N,CHRYSLER,TOWN & COUNTRY,0
37565179,2914,0,"0",No,Progressive Potpourri,Routine Service Workers,Middle Class Melting Pot,N,N,Unknown,Unknown,0
3051830,2835,0,"0",No,Unknown,Unknown,Unknown,N,N,HYUNDAI,ENTOURAGE,0
14869327,2895,15,"10-19,999",Yes,Bohemian Groove,Metropolitan Strugglers,Significant Singles,N,N,Unknown,Unknown,0
14563280,2822,13,"175 - 199,999",Yes,Aging in Place,Comfortable Retirement,Autumn Years,N,N,CHEVROLET,SILVERADO 1500,1
3915778,2888,17,"70-79,999",No,Rooted Flower Power,Post Industrial Survivors,Blue Sky Boomers,N,N,FORD,F-250,0
77620344,2904,15,"50-59,999",No,Rooted Flower Power,Post Industrial Survivors,Blue Sky Boomers,N,Y,HYUNDAI,ELANTRA,0
7865970,2920,0,"0",No,Rooted Flower Power,Post Industrial Survivors,Blue Sky Boomers,N,Y,SATURN,VUE,1
8903821,2889,8,"90-99,999",Yes,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
5216995,2893,0,"0",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,Unknown,Unknown,0
18928059,2896,10,"100-149,999",No,Unknown,Unknown,Unknown,N,N,FORD,RANGER,0
18017295,2910,1,"90-99,999",No,Rooted Flower Power,Post Industrial Survivors,Blue Sky Boomers,N,N,OLDSMOBILE,INTRIGUE,0
3354715,2893,10,"10-19,999",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,1
10251677,2920,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
12106293,2860,5,Under 10K,Yes,Family Troopers,Routine Service Workers,Singles and Starters,N,Y,HONDA,SONOMA,0
2326932,2857,13,"40-49,999",Yes,Stockcars and State Parks,Routine Service Workers,Family Union,N,Y,MAZDA,RANGE ROVER,1
4095789,2919,15,"100-149,999",Yes,Families Matter Most,Career and Family,Promising Families,N,N,FORD,ECONOLINE VAN,0
18032433,2917,15,"40-49,999",No,Aging in Place,Comfortable Retirement,Autumn Years,N,Y,TOYOTA,AVALON,1
11116538,2881,13,"150 - 174,999",No,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,Y,DODGE,GRAND CARAVAN,0
4421546,2893,7,"100-149,999",Yes,Reaping Rewards,Comfortable Retirement,Golden Year Guardians,N,N,TOYOTA,AVALON,0
9068370,2889,13,"100-149,999",No,Progressive Potpourri,Routine Service Workers,Middle Class Melting Pot,N,N,GMC,TERRAIN,0
7275977,2842,15,"90-99,999",No,Unknown,Unknown,Unknown,N,Y,TOYOTA,COROLLA,0
804890,2860,6,"100-149,999",No,Digital Dependents,Hard Working Blue Collar,Singles and Starters,N,N,Unknown,Unknown,1
37537005,2806,12,"150 - 174,999",Yes,Generational Soup,Career and Family,Flourishing Families,N,N,DODGE,CARAVAN,1
3144960,2882,15,"175 - 199,999",Yes,Fast Track Couples,Career and Family,Promising Families,N,N,Unknown,Unknown,0
15538965,2916,12,"30-39,999",No,Senior Discounts,Low Income Elders,Golden Year Guardians,N,N,TOYOTA,TUCSON,0
12394451,2920,0,"0",No,Unknown,Unknown,Unknown,N,Y,CHEVROLET,SONIC,0
8921360,2908,0,"0",No,Mid-scale Medley,Hard Working Blue Collar,Cultural Connections,N,N,Unknown,Unknown,1
2694299,2908,13,"30-39,999",Yes,Reaping Rewards,Comfortable Retirement,Golden Year Guardians,N,N,TOYOTA,ECHO,0
10166843,2920,15,"50-59,999",No,Aging of Aquarius,Bourgeois Prosperity,Booming with Confidence,N,N,FORD,TAURUS,1
10840777,2818,15,"250K+",Yes,Generational Soup,Career and Family,Flourishing Families,N,N,Unknown,Unknown,0
6918897,2806,7,"175 - 199,999",Yes,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,N,Unknown,Unknown,0
10897396,2915,15,"30-39,999",Yes,Town Elders,Comfortable Retirement,Golden Year Guardians,N,N,Unknown,Unknown,0
452132,2907,15,"50-59,999",Yes,Rooted Flower Power,Post Industrial Survivors,Blue Sky Boomers,N,N,UNK,UNK,0
6835882,2806,10,"90-99,999",Yes,No Place Like Home,Routine Service Workers,Thriving Boomers,N,Y,TOYOTA,TACOMA,0
14525497,2906,0,"0",No,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,N,FORD,F650,0
7831798,2864,0,"0",No,No Place Like Home,Routine Service Workers,Thriving Boomers,N,N,Unknown,Unknown,0
60844474,2914,0,"0",No,Tough Times,Low Income Elders,Economic Challenges,N,N,Unknown,Unknown,0
6797545,2904,0,"0",No,Tough Times,Low Income Elders,Economic Challenges,N,N,Unknown,Unknown,0
9054565,2910,9,"100-149,999",Yes,No Place Like Home,Routine Service Workers,Thriving Boomers,N,N,FORD,F-350,0
2277130,2904,15,"20-29,999",No,Unknown,Unknown,Unknown,N,N,HONDA,CR-V,0
9982314,2829,1,"10-19,999",Yes,Birkenstocks and Beemers,Routine Service Workers,Middle Class Melting Pot,N,N,CHEVROLET,SONIC,1
15728311,2825,15,"90-99,999",Yes,Rural Escape,Post Industrial Survivors,Autumn Years,N,N,Unknown,Unknown,0
18350440,2896,0,"0",No,Unspoiled Splendor,Bourgeois Prosperity,Thriving Boomers,N,Y,FORD,TAURUS,0
7484489,2860,15,"100-149,999",No,Rooted Flower Power,Post Industrial Survivors,Blue Sky Boomers,N,N,Unknown,Unknown,0
99993288,2886,0,"0",No,Settled and Sensible,Hard Working Blue Collar,Autumn Years,N,N,Unknown,Unknown,0
18314691,2828,0,"0",No,Aging of Aquarius,Bourgeois Prosperity,Booming with Confidence,N,N,JEEP,GRAND CHEROKEE,0
62322934,2919,0,"0",No,Aging in Place,Comfortable Retirement,Autumn Years,N,Y,ACURA,TL,0
13301126,2915,15,"100-149,999",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,Unknown,Unknown,0
2984622,2878,15,"100-149,999",Yes,Settled in Suburbia,Routine Service Workers,Surburban Style,Y,N,Unknown,Unknown,0
20546899,2910,11,"50-59,999",Yes,No Place Like Home,Routine Service Workers,Thriving Boomers,N,Y,NISSAN,MAXIMA,0
63199748,2920,2,"200 - 249,999",Yes,Senior Discounts,Low Income Elders,Golden Year Guardians,N,N,TOYOTA,PRIUS,1
5394718,2904,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
15839620,2871,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
72238454,2871,2,"175 - 199,999",No,Reaping Rewards,Comfortable Retirement,Golden Year Guardians,N,Y,CHEVROLET,CORVETTE,0
18898609,2861,12,"50-59,999",Yes,Settled in Suburbia,Routine Service Workers,Surburban Style,N,Y,DODGE,CARAVAN,0
2287667,2896,0,"0",No,Aging of Aquarius,Bourgeois Prosperity,Booming with Confidence,N,N,Unknown,Unknown,0
11479623,2920,15,"100-149,999",Yes,No Place Like Home,Routine Service Workers,Thriving Boomers,N,Y,HONDA,ACCORD,1
2776461,2914,14,"60-69,999",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,Unknown,Unknown,0
7830661,2864,15,"40-49,999",Yes,Aging in Place,Comfortable Retirement,Autumn Years,N,Y,FORD,TAURUS,0
2454263,2865,0,"0",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,Unknown,Unknown,0
9213137,2840,15,"20-29,999",No,Suburban Attainment,Routine Service Workers,Surburban Style,N,N,Unknown,Unknown,0
13779233,2906,0,"90-99,999",Yes,Unknown,Unknown,Unknown,N,Y,PONTIAC,TORRENT,0
37525211,2871,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
12101383,2865,0,"0",No,American Royalty,Bourgeois Prosperity,Power Elite,N,N,GMC,SAFARI,0
95585054,2919,15,"100-149,999",Yes,Aging in Place,Comfortable Retirement,Autumn Years,N,N,HONDA,CIVIC,0
7754016,2882,4,"150 - 174,999",Yes,Unknown,Unknown,Unknown,N,N,JEEP,GRAND CHEROKEE,0
17986807,2871,0,"0",No,Unknown,Unknown,Unknown,N,N,TOYOTA,COROLLA,0
7728699,2904,0,"0",No,Golf Carts and Gourmets,Comfortable Retirement,Booming with Confidence,N,N,Unknown,Unknown,0
37933805,2920,0,"0",No,Unknown,Unknown,Unknown,N,N,HONDA,ACCORD,0
96661593,2818,15,"20-29,999",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,1
3203876,2919,0,"0",No,No Place Like Home,Routine Service Workers,Thriving Boomers,N,Y,CHRYSLER,"300",0
12056912,2920,0,"0",No,Unknown,Unknown,Unknown,N,N,HYUNDAI,SONATA,0
540778,2910,5,"100-149,999",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,Unknown,Unknown,1
19329246,2861,15,"90-99,999",No,Progressive Potpourri,Routine Service Workers,Middle Class Melting Pot,N,N,Unknown,Unknown,0
11923395,2818,15,"10-19,999",Yes,Platinum Prosperity,Bourgeois Prosperity,Power Elite,N,N,Unknown,Unknown,1
8841922,2908,0,"0",No,Urban Ambition,Metropolitan Strugglers,Singles and Starters,N,Y,TOYOTA,LACROSSE,1
11165824,2809,15,"200 - 249,999",Yes,Aging of Aquarius,Bourgeois Prosperity,Booming with Confidence,N,N,HYUNDAI,SONATA,0
9940580,2842,0,"90-99,999",Yes,Unknown,Unknown,Unknown,N,Y,SUZUKI,XL-7,1
90083049,2838,0,"0",No,Family Fun-tastic,Career and Family,Flourishing Families,N,Y,HONDA,TAURUS,0
4423689,2893,8,"50-59,999",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,Unknown,Unknown,0
20221107,2830,0,"0",No,Senior Discounts,Low Income Elders,Golden Year Guardians,N,N,Unknown,Unknown,0
19925108,2891,0,"0",No,Bohemian Groove,Metropolitan Strugglers,Significant Singles,N,N,Unknown,Unknown,0
9124697,2828,13,"175 - 199,999",No,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,N,Unknown,Unknown,0
3147299,2835,6,"70-79,999",No,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,Y,SUBARU,PT CRUISER,1
12388491,2909,0,"0",No,Family Troopers,Routine Service Workers,Singles and Starters,N,N,Unknown,Unknown,0
5882913,2888,15,"150 - 174,999",No,Aging in Place,Comfortable Retirement,Autumn Years,N,Y,HONDA,ACCORD,0
7665494,2879,15,Under 10K,No,Aging of Aquarius,Bourgeois Prosperity,Booming with Confidence,N,N,JEEP,GRAND CHEROKEE,0
37613745,2915,0,"0",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,Unknown,Unknown,0
18976674,2852,15,"200 - 249,999",No,Aging of Aquarius,Bourgeois Prosperity,Booming with Confidence,N,N,VOLKSWAGEN,JETTA,0
4744771,2888,13,"100-149,999",Yes,Family Fun-tastic,Career and Family,Flourishing Families,N,N,SATURN,ION,0
3864091,2904,15,"20-29,999",Yes,Blue Collar Comfort,Hard Working Blue Collar,Family Union,N,Y,FORD,FOCUS,0
734488,2831,15,"90-99,999",Yes,Destination Recreation,Routine Service Workers,Middle Class Melting Pot,N,N,DODGE,RAM 1500,0
3430838,2888,15,"60-69,999",Yes,No Place Like Home,Routine Service Workers,Thriving Boomers,N,N,Unknown,Unknown,0
10840777,2818,38,"150 - 174,999",Yes,Generational Soup,Career and Family,Flourishing Families,N,N,TOYOTA,COROLLA,0
9054565,2910,7,"90-99,999",No,No Place Like Home,Routine Service Workers,Thriving Boomers,N,N,Unknown,Unknown,0
773460,2907,15,"10-19,999",Yes,Steadfast Conventionalists,Hard Working Blue Collar,Family Union,N,Y,NISSAN,MAXIMA,0
24942423,2879,15,"90-99,999",Yes,No Place Like Home,Routine Service Workers,Thriving Boomers,N,N,HONDA,ACCORD,1
7529092,2920,14,"100-149,999",No,Platinum Prosperity,Bourgeois Prosperity,Power Elite,N,N,Unknown,Unknown,0
13948464,2906,15,"200 - 249,999",No,American Royalty,Bourgeois Prosperity,Power Elite,N,Y,TOYOTA,OUTBACK,0
37543577,2852,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
15969586,2916,0,"0",No,Unknown,Unknown,Unknown,N,N,SUBARU,OUTBACK,0
1557205,2816,9,"40-49,999",No,Settled and Sensible,Hard Working Blue Collar,Autumn Years,N,N,HYUNDAI,ACCENT,1
20399430,2852,4,"100-149,999",Yes,Boomers and Boomerangs,Bourgeois Prosperity,Booming with Confidence,N,Y,VOLKSWAGEN,GOLF,0
19116155,2917,12,"100-149,999",No,Colleges and Cafes,Metropolitan Strugglers,Singles and Starters,N,N,FORD,FUSION,0
8870422,2806,0,"0",No,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,N,Unknown,Unknown,0
19564309,2893,0,"0",No,No Place Like Home,Routine Service Workers,Thriving Boomers,N,N,Unknown,Unknown,0
11964060,2905,15,"90-99,999",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,MAZDA,WRANGLER,1
15949351,2906,13,"250K+",No,Platinum Prosperity,Bourgeois Prosperity,Power Elite,N,Y,CHEVROLET,VOLT,0
14280211,2906,0,"0",No,Urban Edge,Sophisticated Singles,Young City Solos,N,Y,TOYOTA,CAMRY,0
927291,2886,1,"100-149,999",Yes,Reaping Rewards,Comfortable Retirement,Golden Year Guardians,N,Y,HYUNDAI,SANTA FE,0
10280777,2818,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
3836081,2888,6,"40-49,999",Yes,Couples with Clout,Bourgeois Prosperity,Power Elite,N,N,TOYOTA,LIBERTY,0
12278063,2882,0,"0",No,Unknown,Unknown,Unknown,N,Y,TOYOTA,COROLLA,0
10756916,2818,15,"90-99,999",Yes,Kids and Cabernet,Career and Family,Power Elite,N,Y,NISSAN,SEBRING,1
1507718,2886,15,"100-149,999",No,Family Fun-tastic,Career and Family,Flourishing Families,N,N,Unknown,Unknown,0
14875828,2906,15,"90-99,999",Yes,Reaping Rewards,Comfortable Retirement,Golden Year Guardians,N,N,Unknown,Unknown,0
7391291,2817,0,"0",No,Unknown,Unknown,Unknown,N,N,SATURN,NEON,0
10330438,2920,0,"0",No,Aging of Aquarius,Bourgeois Prosperity,Booming with Confidence,N,Y,HONDA,PILOT,1
3324320,2835,15,"250K+",Yes,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,Y,CHEVROLET,VENTURE,0
37620914,2886,13,"250K+",Yes,Picture Perfect Families,Career and Family,Power Elite,N,N,Unknown,Unknown,0
45466286,2809,15,"20-29,999",Yes,Rooted Flower Power,Post Industrial Survivors,Blue Sky Boomers,N,Y,CHEVROLET,MALIBU,0
99817387,2906,2,"40-49,999",Yes,Unknown,Unknown,Unknown,Y,Y,TOYOTA,RAV4,0
11196599,6615,11,"100-149,999",Yes,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
5292001,2888,15,"90-99,999",Yes,Aging in Place,Comfortable Retirement,Autumn Years,N,Y,NISSAN,ROGUE,0
11118790,2889,0,"0",No,Senior Discounts,Low Income Elders,Golden Year Guardians,N,N,Unknown,Unknown,0
10937426,2864,15,"90-99,999",No,Aging of Aquarius,Bourgeois Prosperity,Booming with Confidence,N,N,Unknown,Unknown,0
995938,2886,5,"100-149,999",Yes,Couples with Clout,Bourgeois Prosperity,Power Elite,N,N,FORD,TRANSIT CONNECT,0
89308928,2889,7,"90-99,999",No,Reaping Rewards,Comfortable Retirement,Golden Year Guardians,N,N,Unknown,Unknown,1
19751741,2871,0,"0",No,Unknown,Unknown,Unknown,N,N,HONDA,ACCORD,1
37709131,2904,1,"40-49,999",No,Unknown,Unknown,Unknown,N,Y,DODGE,X5,0
14263278,2889,0,"0",No,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,Y,TOYOTA,RAV4,0
8481562,2860,0,"0",No,Couples with Clout,Bourgeois Prosperity,Power Elite,N,N,SUBARU,OUTBACK,0
896546,2816,15,"50-59,999",Yes,Mid-scale Medley,Hard Working Blue Collar,Cultural Connections,N,N,NISSAN,ROGUE,1
20143217,2817,0,"0",No,Digital Dependents,Hard Working Blue Collar,Singles and Starters,N,N,Unknown,Unknown,0
447616,2906,0,"100-149,999",Yes,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,Y,Y,SUBARU,OUTBACK,0
9011671,2920,15,"50-59,999",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
18910999,2886,15,"50-59,999",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,Unknown,Unknown,1
3290396,2919,0,"0",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,Unknown,Unknown,0
8650233,2889,0,"0",No,Digital Dependents,Hard Working Blue Collar,Singles and Starters,N,N,Unknown,Unknown,0
18883754,2814,15,"90-99,999",Yes,Unspoiled Splendor,Bourgeois Prosperity,Thriving Boomers,N,N,TOYOTA,RAV4,0
17821647,2871,15,"100-149,999",Yes,Settled in Suburbia,Routine Service Workers,Surburban Style,N,N,Unknown,Unknown,0
7414948,2880,6,"20-29,999",No,Full Pockets  Empty Nests,Bourgeois Prosperity,Thriving Boomers,N,Y,TOYOTA,HIGHLANDER,0
14440189,2906,15,"250K+",Yes,Family Troopers,Routine Service Workers,Singles and Starters,N,Y,TOYOTA,HIGHLANDER,0
6209876,2904,0,"0",No,Rooted Flower Power,Post Industrial Survivors,Blue Sky Boomers,N,N,Unknown,Unknown,0
13591889,2865,11,"175 - 199,999",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,SUBARU,OUTBACK,1
12934756,2860,0,"0",No,Urban Edge,Sophisticated Singles,Young City Solos,N,N,Unknown,Unknown,0
4430213,2904,15,"0",No,Golf Carts and Gourmets,Comfortable Retirement,Booming with Confidence,N,Y,MERCEDES-BENZ,IS350,0
1872591,2911,15,Under 10K,No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
8542756,2817,15,"100-149,999",No,Unknown,Unknown,Unknown,N,Y,TOYOTA,MATRIX,0
37565497,2896,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,1
14265301,2827,8,"100-149,999",Yes,Picture Perfect Families,Career and Family,Power Elite,N,N,DODGE,NEON,0
13715092,2920,0,"0",No,Tough Times,Low Income Elders,Economic Challenges,N,N,Unknown,Unknown,1
592960,2886,0,"0",No,Unknown,Unknown,Unknown,N,N,TOYOTA,COROLLA,0
3279701,6824,1,"100-149,999",Yes,American Royalty,Bourgeois Prosperity,Power Elite,N,N,Unknown,Unknown,0
